Time,Channel1,Channel2,Channel3
5/22/2021 15:12,0,116.5,0
5/22/2021 15:12,0,116.5,109.5
5/22/2021 15:12,0,0,109.5
5/22/2021 15:13,252.3,0,0
5/22/2021 15:13,252.3,0,0
5/22/2021 15:13,0,117.2,0
5/22/2021 15:13,0,117.2,110.2
5/22/2021 15:13,0,0,110.2
5/22/2021 15:14,252.5,0,0
5/22/2021 15:14,252.5,0,0
5/22/2021 15:14,0,117.9,0
5/22/2021 15:14,0,117.9,111
5/22/2021 15:14,0,0,111
5/22/2021 15:15,252.5,0,0
5/22/2021 15:15,252.5,0,0
5/22/2021 15:15,0,118.6,0
5/22/2021 15:15,0,118.6,111.7
5/22/2021 15:15,0,0,111.7
5/22/2021 15:16,253.2,0,0
5/22/2021 15:16,253.2,0,0
5/22/2021 15:16,0,119.3,0
5/22/2021 15:16,0,119.3,112.4
5/22/2021 15:16,0,0,112.4
5/22/2021 15:17,254.3,0,0
5/22/2021 15:17,254.3,0,0
5/22/2021 15:17,0,120,0
5/22/2021 15:17,0,120,113.1
5/22/2021 15:17,0,0,113.1
5/22/2021 15:18,254.3,0,0
5/22/2021 15:18,254.3,0,0
5/22/2021 15:18,0,120.6,0
5/22/2021 15:18,0,120.6,113.8
5/22/2021 15:18,0,0,113.8
5/22/2021 15:19,253.6,0,0
5/22/2021 15:19,253.6,0,0
5/22/2021 15:19,0,121.3,0
5/22/2021 15:19,0,121.3,114.5
5/22/2021 15:19,0,0,114.5
5/22/2021 15:20,253.6,0,0
5/22/2021 15:20,253.6,0,0
5/22/2021 15:20,0,121.9,0
5/22/2021 15:20,0,121.9,115.1
5/22/2021 15:20,0,0,115.1
5/22/2021 15:21,255,0,0
5/22/2021 15:21,255,0,0
5/22/2021 15:21,0,122.5,0
5/22/2021 15:21,0,122.5,115.8
5/22/2021 15:21,0,0,115.8
5/22/2021 15:22,256.4,0,0
5/22/2021 15:22,256.4,0,0
5/22/2021 15:22,0,123.1,0
5/22/2021 15:22,0,123.1,116.4
5/22/2021 15:22,0,0,116.4
5/22/2021 15:23,256.7,0,0
5/22/2021 15:23,256.7,0,0
5/22/2021 15:23,0,123.8,0
5/22/2021 15:23,0,123.8,117
5/22/2021 15:23,0,0,117
5/22/2021 15:24,256.4,0,0
5/22/2021 15:24,256.4,0,0
5/22/2021 15:24,0,124.3,0
5/22/2021 15:24,0,124.3,117.7
5/22/2021 15:24,0,0,117.7
5/22/2021 15:25,256.3,0,0
5/22/2021 15:25,256.3,0,0
5/22/2021 15:25,0,124.9,0
5/22/2021 15:25,0,124.9,118.2
5/22/2021 15:25,0,0,118.2
5/22/2021 15:26,256.6,0,0
5/22/2021 15:26,256.6,0,0
5/22/2021 15:26,0,125.5,0
5/22/2021 15:26,0,125.5,118.8
5/22/2021 15:26,0,0,118.8
5/22/2021 15:27,257,0,0
5/22/2021 15:27,257,0,0
5/22/2021 15:27,0,126.1,0
5/22/2021 15:27,0,126.1,119.4
5/22/2021 15:27,0,0,119.4
5/22/2021 15:28,257.1,0,0
5/22/2021 15:28,257.1,0,0
5/22/2021 15:28,0,126.6,0
5/22/2021 15:28,0,126.6,120
5/22/2021 15:28,0,0,120
5/22/2021 15:29,257.9,0,0
5/22/2021 15:29,257.9,0,0
5/22/2021 15:29,0,127.2,0
5/22/2021 15:29,0,127.2,120.5
5/22/2021 15:29,0,0,120.5
5/22/2021 15:30,257.1,0,0
5/22/2021 15:30,257.1,0,0
5/22/2021 15:30,0,127.7,0
5/22/2021 15:30,0,127.7,121.1
5/22/2021 15:30,0,0,121.1
5/22/2021 15:31,258.4,0,0
5/22/2021 15:31,258.4,0,0
5/22/2021 15:31,0,128.2,0
5/22/2021 15:31,0,128.2,121.7
5/22/2021 15:31,0,0,121.7
5/22/2021 15:32,258.1,0,0
5/22/2021 15:32,258.1,0,0
5/22/2021 15:32,0,128.7,0
5/22/2021 15:32,0,128.7,122.2
5/22/2021 15:32,0,0,122.2
5/22/2021 15:33,260.2,0,0
5/22/2021 15:33,260.2,0,0
5/22/2021 15:33,0,129.2,0
5/22/2021 15:33,0,129.2,122.7
5/22/2021 15:33,0,0,122.7
5/22/2021 15:34,261.7,0,0
5/22/2021 15:34,261.7,0,0
5/22/2021 15:34,0,129.7,0
5/22/2021 15:34,0,129.7,123.3
5/22/2021 15:34,0,0,123.3
5/22/2021 15:35,261.3,0,0
5/22/2021 15:35,261.3,0,0
5/22/2021 15:35,0,130.2,0
5/22/2021 15:35,0,130.2,123.8
5/22/2021 15:35,0,0,123.8
5/22/2021 15:36,260.4,0,0
5/22/2021 15:36,260.4,0,0
5/22/2021 15:36,0,130.7,0
5/22/2021 15:36,0,130.7,124.3
